Date,Day of the Week,Time of the Day,Location,Reason
5/31/2023,Wednesday,Evening,Home,Normal routine
5/31/2023,Wednesday,Evening,Home,Normal routine
5/31/2023,Wednesday,Evening,Garden,Daily Evening Visit
5/31/2023,Wednesday,Night,Bakery,Buy Bakery Items
5/31/2023,Wednesday,Night,Nearby Restaurant,Buy Food
5/31/2023,Wednesday,Night,Home,Dinner
5/31/2023,Wednesday,Night,Home,Medicine
5/31/2023,Wednesday,Night,Home,Daily Chores
5/31/2023,Wednesday,Night,Home,Sleep
6/1/2023,Thursday,Morning,Home,Normal routine
6/1/2023,Thursday,Morning,Home ,Daily Chores
6/1/2023,Thursday,Morning,Backyard,Personal Habit
6/1/2023,Thursday,Morning,Garden,Daily Morning Visit
6/1/2023,Thursday,Morning,Home,Breakfast
6/1/2023,Thursday,Morning,Home,Medicine
6/1/2023,Thursday,Morning,Fish Shop,Buy Fish to Cook
6/1/2023,Thursday,Morning,Meat Shop,Buy Meat to Cook
6/1/2023,Thursday,Afternoon,Public Bus Stop,Waiting for a bus
6/1/2023,Thursday,Afternoon,Rahula College - Matara,Pickup Grandson
6/1/2023,Thursday,Afternoon,Home,Daily Chores
6/1/2023,Thursday,Afternoon,Home,Normal routine
6/1/2023,Thursday,Afternoon,Home,Lunch
6/1/2023,Thursday,Afternoon,Home,Medicine
6/1/2023,Thursday,Afternoon,Home,Daily Chores
6/1/2023,Thursday,Afternoon,,
6/1/2023,Thursday,Afternoon,,
6/1/2023,Thursday,Evening,,
6/1/2023,Thursday,Evening,Garden,Inspection
6/1/2023,Thursday,Evening,Garden,Fertilizing
6/1/2023,Thursday,Evening,Home,Sleep
6/1/2023,Thursday,Evening,Backyard,Personal Habit
6/1/2023,Thursday,Evening,Home,Daily Chores
6/1/2023,Thursday,Evening,Home,Normal routine
6/1/2023,Thursday,Evening,Home,Normal routine
6/1/2023,Thursday,Evening,Garden,Daily Evening Visit
6/1/2023,Thursday,Night,Garden,Inspection
6/1/2023,Thursday,Night,Garden,Fertilizing
6/1/2023,Thursday,Night,Bakery,Buy Bakery Items
6/1/2023,Thursday,Night,Home,Dinner
6/1/2023,Thursday,Night,Home,Medicine
6/1/2023,Thursday,Night,Home,Daily Chores
6/1/2023,Thursday,Night,Home,Sleep
6/2/2023,Friday,Morning,Home,Normal routine
6/2/2023,Friday,Morning,Home ,Daily Chores
6/2/2023,Friday,Morning,Backyard,Personal Habit
6/2/2023,Friday,Morning,Garden,Daily Morning Visit
6/2/2023,Friday,Morning,Home,Breakfast
6/2/2023,Friday,Morning,Home,Medicine
6/2/2023,Friday,Morning,Paddy Fields,Walking
6/2/2023,Friday,Morning,Paddy Fields,Relaxation
6/2/2023,Friday,Morning,,
6/2/2023,Friday,Morning,,
6/2/2023,Friday,Afternoon,,
6/2/2023,Friday,Afternoon,,
6/2/2023,Friday,Afternoon,Home,Daily Chores
6/2/2023,Friday,Afternoon,Home,Normal routine
6/2/2023,Friday,Afternoon,Home,Lunch
6/2/2023,Friday,Afternoon,Home,Medicine
6/2/2023,Friday,Afternoon,Home,Daily Chores
6/2/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
6/2/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
6/2/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
6/2/2023,Friday,Evening,Garden,Inspection
6/2/2023,Friday,Evening,Garden,Fertilizing
6/2/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
6/2/2023,Friday,Evening,Home,Sleep
6/2/2023,Friday,Evening,Backyard,Personal Habit
6/2/2023,Friday,Evening,Home,Daily Chores
6/2/2023,Friday,Evening,Home,Normal routine
6/2/2023,Friday,Evening,Home,Normal routine
6/2/2023,Friday,Evening,Garden,Daily Evening Visit
6/2/2023,Friday,Evening,Bakery,Buy Bakery Items
6/2/2023,Friday,Night,Bakery,Buy Bakery Items
6/2/2023,Friday,Night,Garden,Inspection
6/2/2023,Friday,Night,Garden,Fertilizing
6/2/2023,Friday,Night,Home,Dinner
6/2/2023,Friday,Night,Home,Medicine
6/2/2023,Friday,Night,Home,Daily Chores
6/2/2023,Friday,Night,Home,Sleep
6/3/2023,Saturday,Morning,Home,Normal routine
6/3/2023,Saturday,Morning,Home ,Daily Chores
6/3/2023,Saturday,Morning,Backyard,Personal Habit
6/3/2023,Saturday,Morning,Home,Visit from Elder Daughter & her Family
6/3/2023,Saturday,Morning,Home,Visit from Son & his Family
6/3/2023,Saturday,Morning,Home,Preparing for Anuradhapura Trip
6/3/2023,Saturday,Morning,Welipanna,Breakfast
6/3/2023,Saturday,Morning,Welipanna,Medicine
6/3/2023,Saturday,Morning,Gampaha,Middle of the Trip
6/3/2023,Saturday,Morning,Kurunagala,Highway Entrance Traffic
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Book a place to stay
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Relaxation
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Relaxation
6/3/2023,Saturday,Afternoon,Anuradhapura City,Lunch
6/3/2023,Saturday,Afternoon,Anuradhapura City,Medicine
6/3/2023,Saturday,Afternoon,Anuradhapura City -  Nuwara Wewa,Relaxation
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Preparing to visit Sri Maha Bodhiya
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Preparing essential items
6/3/2023,Saturday,Afternoon,Anuradhapura City - Accommodation,Helping Family
6/3/2023,Saturday,Afternoon,Anuradhapura - Sri Maha Bhodiya,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura - Sri Maha Bhodiya,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura - Sri Maha Bhodiya,Bodhi Pooja
6/3/2023,Saturday,Evening,Anuradhapura - Sri Maha Bhodiya,Bodhi Pooja
6/3/2023,Saturday,Evening,Anuradhapura - Ruwanweli Maha Saya,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura - Ruwanweli Maha Saya,Relxation
6/3/2023,Saturday,Evening,Anuradhapura - Thuparama Temple,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura - Abhayagiriya Temple,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura - Jethawanaramaya Temple,Religious Rites
6/3/2023,Saturday,Evening,Anuradhapura City - Accommodation,Sleep
6/3/2023,Saturday,Evening,Matara City -  Filling Station,Filling vehicle with fuel
6/3/2023,Saturday,Night,Anuradhapura City - Accommodation,Sleep
6/3/2023,Saturday,Night,Matara City -  Filling Station,Filling vehicle with fuel
6/3/2023,Saturday,Night,Anuradhapura City,Dinner
6/3/2023,Saturday,Night,Anuradhapura City,Medicine
6/3/2023,Saturday,Night,Anuradhapura City - Accommodation,Sleep
6/3/2023,Saturday,Night,Anuradhapura City - Accommodation,Sleep
6/4/2023,Sunday,Morning,Anuradhapura City - Accommodation,Normal routine
6/4/2023,Sunday,Morning,Anuradhapura City - Accommodation,Daily Chores
6/4/2023,Sunday,Morning,Anuradhapura City - Accommodation,Breakfast
6/4/2023,Sunday,Morning,Anuradhapura City - Accommodation,Medicine
6/4/2023,Sunday,Morning,Isurumuniya Temple,Religious Rites
6/4/2023,Sunday,Morning,Isurumuniya Temple,Watching Exhibits
6/4/2023,Sunday,Morning,Thanthirimale Temple,Religious Rites
6/4/2023,Sunday,Morning,Thanthirimale Temple,Religious Rites
6/4/2023,Sunday,Morning,Thanthirimale Temple,Watching Exhibits
6/4/2023,Sunday,Morning,Thanthirimale Temple,Visiting Landmarks
6/4/2023,Sunday,Afternoon,Thanthirimale Temple,Watching Exhibits
6/4/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
6/4/2023,Sunday,Afternoon,Anuradhapura City,Daily Chores
6/4/2023,Sunday,Afternoon,Anuradhapura City,Normal routine
6/4/2023,Sunday,Afternoon,Anuradhapura City,Lunch
6/4/2023,Sunday,Afternoon,Anuradhapura City,Medicine
6/4/2023,Sunday,Afternoon,Anuradhapura City - Accommodation,Preparing to come Home
6/4/2023,Sunday,Afternoon,Anuradhapura City - Accommodation,Departure
6/4/2023,Sunday,Afternoon,Anuradhapura City,Traffic Jam
6/4/2023,Sunday,Afternoon,Mirigama Highway Exit,Traffic Jam
6/4/2023,Sunday,Evening,Matara City,Traffic Jam
6/4/2023,Sunday,Evening,Home,Arrival 
6/4/2023,Sunday,Evening,Garden,Inspection
6/4/2023,Sunday,Evening,Garden,Fertilizing
6/4/2023,Sunday,Evening,Home,Sleep
6/4/2023,Sunday,Evening,Backyard,Personal Habit
6/4/2023,Sunday,Evening,Home,Daily Chores
6/4/2023,Sunday,Evening,Home,Normal routine
6/4/2023,Sunday,Evening,Garden,Daily Evening Visit
6/4/2023,Sunday,Evening,Elderly Society,Weekly Assembly
6/4/2023,Sunday,Night,Elderly Society,Weekly Assembly
6/4/2023,Sunday,Night,Bakery,Buy Bakery Items
6/4/2023,Sunday,Night,Matara City -  Filling Station,Filling vehicle with fuel
6/4/2023,Sunday,Night,Garden,Inspection
6/4/2023,Sunday,Night,Garden,Fertilizing
6/4/2023,Sunday,Night,,
6/4/2023,Sunday,Night,Home,Dinner
6/4/2023,Sunday,Night,Home,Medicine
6/4/2023,Sunday,Night,Home,Daily Chores
6/4/2023,Sunday,Night,Home,Sleep
6/5/2023,Monday,Morning,Home,Normal routine
6/5/2023,Monday,Morning,Home ,Daily Chores
6/5/2023,Monday,Morning,Backyard,Personal Habit
6/5/2023,Monday,Morning,Garden,Daily Morning Visit
6/5/2023,Monday,Morning,Home,Breakfast
6/5/2023,Monday,Morning,Home,Medicine
6/5/2023,Monday,Morning,Public Bus Stop,Waiting for a bus
6/5/2023,Monday,Morning,Kaburugamuwa Hospital,Monthly Dimentia Clinic
6/5/2023,Monday,Morning,Kaburugamuwa Hospital,Visit Doctor
6/5/2023,Monday,Morning,Matara Public Bus Stand,Waiting for a bus
6/5/2023,Monday,Afternoon,Matara Public Bus Stand,Waiting for a bus
6/5/2023,Monday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
6/5/2023,Monday,Afternoon,Pharmacy 1,Buy Medicine
6/5/2023,Monday,Afternoon,Home,Daily Chores
6/5/2023,Monday,Afternoon,Home,Normal routine
6/5/2023,Monday,Afternoon,Home,Lunch
6/5/2023,Monday,Afternoon,Home,Medicine
6/5/2023,Monday,Afternoon,Home,Daily Chores
6/5/2023,Monday,Afternoon,Vegetables Shop,Buy Vegetables
6/5/2023,Monday,Afternoon,Rahula College - Matara,Pickup Grandson
6/5/2023,Monday,Evening,Rahula College - Matara,Pickup Grandson
6/5/2023,Monday,Evening,Public Bus Stop,Waiting for a bus
6/5/2023,Monday,Evening,Bakery,Buy Bakery Items
6/5/2023,Monday,Evening,Garden,Inspection
6/5/2023,Monday,Evening,Garden,Fertilizing
6/5/2023,Monday,Evening,Home,Sleep
6/5/2023,Monday,Evening,Backyard,Personal Habit
6/5/2023,Monday,Evening,Home,Daily Chores
6/5/2023,Monday,Evening,Home,Normal routine
6/5/2023,Monday,Evening,Garden,Daily Evening Visit
6/5/2023,Monday,Evening,Bakery,Buy Bakery Items
6/5/2023,Monday,Night,Bakery,Buy Bakery Items
6/5/2023,Monday,Night,Garden,Inspection
6/5/2023,Monday,Night,Garden,Fertilizing
6/5/2023,Monday,Night,Paddy Fields,Walking
6/5/2023,Monday,Night,Paddy Fields,Relaxation
6/5/2023,Monday,Night,Home,Dinner
6/5/2023,Monday,Night,Home,Medicine
6/5/2023,Monday,Night,Home,Daily Chores
6/5/2023,Monday,Night,Home,Sleep
6/6/2023,Tuesday,Morning,Home,Normal routine
6/6/2023,Tuesday,Morning,Home ,Daily Chores
6/6/2023,Tuesday,Morning,Backyard,Personal Habit
6/6/2023,Tuesday,Morning,Garden,Daily Morning Visit
6/6/2023,Tuesday,Morning,Home,Breakfast
6/6/2023,Tuesday,Morning,Home,Medicine
6/6/2023,Tuesday,Morning,Paddy Fields,Walking
6/6/2023,Tuesday,Morning,Paddy Fields,Relaxation
6/6/2023,Tuesday,Morning,,
6/6/2023,Tuesday,Morning,,
6/6/2023,Tuesday,Afternoon,Public Bus Stop,Waiting for a bus
6/6/2023,Tuesday,Afternoon,Rahula College - Matara,Pickup Grandson
6/6/2023,Tuesday,Afternoon,pubb,Waiting for a bus
6/6/2023,Tuesday,Afternoon,Home,Normal routine
6/6/2023,Tuesday,Afternoon,Home,Lunch
6/6/2023,Tuesday,Afternoon,Home,Medicine
6/6/2023,Tuesday,Afternoon,Home,Daily Chores
6/6/2023,Tuesday,Afternoon,Pharmacy 1,Buy Medicine
6/6/2023,Tuesday,Afternoon,Home,Normal routine
6/6/2023,Tuesday,Afternoon,Home,Visit from A Neighbour
6/6/2023,Tuesday,Evening,Home,Visit from A Neighbour
6/6/2023,Tuesday,Evening,Garden,Inspection
6/6/2023,Tuesday,Evening,Garden,Fertilizing
6/6/2023,Tuesday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
6/6/2023,Tuesday,Evening,Home,Sleep
6/6/2023,Tuesday,Evening,Backyard,Personal Habit
6/6/2023,Tuesday,Evening,Home,Daily Chores
6/6/2023,Tuesday,Evening,Paddy Fields,Walking
6/6/2023,Tuesday,Evening,Paddy Fields,Relaxation
6/6/2023,Tuesday,Evening,Temple,Religious Rites
6/6/2023,Tuesday,Evening,Temple ,Bodhi Pooja
6/6/2023,Tuesday,Night,Temple ,Bodhi Pooja
6/6/2023,Tuesday,Night,Temple,Religious Rites
6/6/2023,Tuesday,Night,Garden,Daily Evening Visit
6/6/2023,Tuesday,Night,Home,Normal routine
6/6/2023,Tuesday,Night,,
6/6/2023,Tuesday,Night,Home,Dinner
6/6/2023,Tuesday,Night,Home,Medicine
6/6/2023,Tuesday,Night,Home,Daily Chores
6/6/2023,Tuesday,Night,Home,Sleep
6/7/2023,Wednesday,Morning,Home,Normal routine
6/7/2023,Wednesday,Morning,Home ,Daily Chores
6/7/2023,Wednesday,Morning,Backyard,Personal Habit
6/7/2023,Wednesday,Morning,Garden,Daily Morning Visit
6/7/2023,Wednesday,Morning,Home,Breakfast
6/7/2023,Wednesday,Morning,Home,Medicine
6/7/2023,Wednesday,Morning,Home,Visit from Elder Daughter
6/7/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
6/7/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
6/7/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
6/7/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
6/7/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
6/7/2023,Wednesday,Afternoon,Home,Daily Chores
6/7/2023,Wednesday,Afternoon,Home,Normal routine
6/7/2023,Wednesday,Afternoon,Home,Lunch
6/7/2023,Wednesday,Afternoon,Home,Medicine
6/7/2023,Wednesday,Afternoon,Home,Daily Chores
6/7/2023,Wednesday,Afternoon,Bank of Ceylon - Matara,Cash Withdrawal
6/7/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
6/7/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
6/7/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
6/7/2023,Wednesday,Evening,,
6/7/2023,Wednesday,Evening,Garden,Inspection
6/7/2023,Wednesday,Evening,Garden,Fertilizing
6/7/2023,Wednesday,Evening,Home,Sleep
6/7/2023,Wednesday,Evening,Backyard,Personal Habit
6/7/2023,Wednesday,Evening,Home,Daily Chores
6/7/2023,Wednesday,Evening,Home,Normal routine
6/7/2023,Wednesday,Evening,Home,Normal routine
6/7/2023,Wednesday,Evening,Garden,Daily Evening Visit
6/7/2023,Wednesday,Evening,Bakery,Buy Bakery Items
6/7/2023,Wednesday,Night,Bakery,Buy Bakery Items
6/7/2023,Wednesday,Night,Garden,Inspection
6/7/2023,Wednesday,Night,Garden,Fertilizing
6/7/2023,Wednesday,Night,,
6/7/2023,Wednesday,Night,,
6/7/2023,Wednesday,Night,Home,Dinner
6/7/2023,Wednesday,Night,Home,Medicine
6/7/2023,Wednesday,Night,Home,Daily Chores
6/7/2023,Wednesday,Night,Home,Sleep
6/8/2023,Thursday,Morning,Home,Normal routine
6/8/2023,Thursday,Morning,Home ,Daily Chores
6/8/2023,Thursday,Morning,Backyard,Personal Habit
6/8/2023,Thursday,Morning,Garden,Daily Morning Visit
6/8/2023,Thursday,Morning,Home,Breakfast
6/8/2023,Thursday,Morning,Home,Medicine
6/8/2023,Thursday,Morning,Fish Shop,Buy Fish to Cook
6/8/2023,Thursday,Morning,Meat Shop,Buy Meat to Cook
6/8/2023,Thursday,Morning,Saloon,Cut hair
6/8/2023,Thursday,Afternoon,Saloon,Cut hair
6/8/2023,Thursday,Afternoon,,
6/8/2023,Thursday,Afternoon,,
6/8/2023,Thursday,Afternoon,Home,Daily Chores
6/8/2023,Thursday,Afternoon,Home,Normal routine
6/8/2023,Thursday,Afternoon,Home,Lunch
6/8/2023,Thursday,Afternoon,Home,Medicine
6/8/2023,Thursday,Afternoon,Home,Daily Chores
6/8/2023,Thursday,Afternoon,,
6/8/2023,Thursday,Afternoon,Rahula College - Matara,Pickup Grandson
6/8/2023,Thursday,Afternoon,Public Bus Stop,Waiting for a bus
6/8/2023,Thursday,Evening,Rahula College - Matara,Pickup Grandson
6/8/2023,Thursday,Evening,Public Bus Stop,Waiting for a bus
6/8/2023,Thursday,Evening,Garden,Inspection
6/8/2023,Thursday,Evening,Garden,Fertilizing
6/8/2023,Thursday,Evening,Home,Sleep
6/8/2023,Thursday,Evening,Backyard,Personal Habit
6/8/2023,Thursday,Evening,Home,Daily Chores
6/8/2023,Thursday,Evening,Paddy Fields,Walking
6/8/2023,Thursday,Evening,Home,Normal routine
6/8/2023,Thursday,Evening,Garden,Daily Evening Visit
6/8/2023,Thursday,Night,Home,Normal routine
6/8/2023,Thursday,Night,Garden,Inspection
6/8/2023,Thursday,Night,Garden,Fertilizing
6/8/2023,Thursday,Night,,
6/8/2023,Thursday,Night,,
6/8/2023,Thursday,Night,,
6/8/2023,Thursday,Night,Home,Dinner
6/8/2023,Thursday,Night,Home,Medicine
6/8/2023,Thursday,Night,Home,Daily Chores
6/8/2023,Thursday,Night,Home,Sleep
6/9/2023,Friday,Morning,Home,Normal routine
6/9/2023,Friday,Morning,Home ,Daily Chores
6/9/2023,Friday,Morning,Backyard,Personal Habit
6/9/2023,Friday,Morning,Garden,Daily Morning Visit
6/9/2023,Friday,Morning,Home,Breakfast
6/9/2023,Friday,Morning,Home,Medicine
6/9/2023,Friday,Morning,Bakery,Buy Bakery Items
6/9/2023,Friday,Morning,Paddy Fields,Relaxation
6/9/2023,Friday,Morning,Paddy Fields,Walking
6/9/2023,Friday,Morning,,
6/9/2023,Friday,Afternoon,,
6/9/2023,Friday,Afternoon,,
6/9/2023,Friday,Afternoon,,
6/9/2023,Friday,Afternoon,Home,Daily Chores
6/9/2023,Friday,Afternoon,Home,Normal routine
6/9/2023,Friday,Afternoon,Home,Lunch
6/9/2023,Friday,Afternoon,Home,Medicine
6/9/2023,Friday,Afternoon,Home,Daily Chores
6/9/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
6/9/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
6/9/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
6/9/2023,Friday,Evening,Garden,Inspection
6/9/2023,Friday,Evening,Garden,Fertilizing
6/9/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
6/9/2023,Friday,Evening,Home,Sleep
6/9/2023,Friday,Evening,Backyard,Personal Habit
6/9/2023,Friday,Evening,Home,Daily Chores
6/9/2023,Friday,Evening,Home,Normal routine
6/9/2023,Friday,Evening,Paddy Fields,Walking
6/9/2023,Friday,Evening,Paddy Fields,Relaxation
6/9/2023,Friday,Night,Garden,Inspection
6/9/2023,Friday,Night,Garden,Fertilizing
6/9/2023,Friday,Night,Garden,Daily Evening Visit
6/9/2023,Friday,Night,Home,Normal routine
6/9/2023,Friday,Night,,
6/9/2023,Friday,Night,Nearby Restaurant,Buy Food
6/9/2023,Friday,Night,Home,Dinner
6/9/2023,Friday,Night,Home,Medicine
6/9/2023,Friday,Night,Home,Daily Chores
6/9/2023,Friday,Night,Home,Sleep
6/10/2023,Saturday,Morning,Home,Normal routine
6/10/2023,Saturday,Morning,Home ,Daily Chores
6/10/2023,Saturday,Morning,Backyard,Personal Habit
6/10/2023,Saturday,Morning,Garden,Daily Morning Visit
6/10/2023,Saturday,Morning,Home,Breakfast
6/10/2023,Saturday,Morning,Home,Medicine
6/10/2023,Saturday,Morning,Paddy Fields,Walking
6/10/2023,Saturday,Morning,Paddy Fields,Relaxation
6/10/2023,Saturday,Morning,,
6/10/2023,Saturday,Morning,Neighbour 2 House,Friendly Visit
6/10/2023,Saturday,Afternoon,Neighbour 2 House,Friendly Visit
6/10/2023,Saturday,Afternoon,,
6/10/2023,Saturday,Afternoon,Home,Daily Chores
6/10/2023,Saturday,Afternoon,Home,Normal routine
6/10/2023,Saturday,Afternoon,Home,Lunch
6/10/2023,Saturday,Afternoon,Home,Medicine
6/10/2023,Saturday,Afternoon,Home,Daily Chores
6/10/2023,Saturday,Evening,Garden,Inspection
6/10/2023,Saturday,Evening,Garden,Fertilizing
6/10/2023,Saturday,Evening,Home,Sleep
6/10/2023,Saturday,Evening,Backyard,Personal Habit
6/10/2023,Saturday,Evening,Home,Daily Chores
6/10/2023,Saturday,Evening,Home,Normal routine
6/10/2023,Saturday,Evening,Home,Normal routine
6/10/2023,Saturday,Evening,Garden,Daily Evening Visit
6/10/2023,Saturday,Evening,Temple,Religious Rites
6/10/2023,Saturday,Evening,Temple ,Bodhi Pooja
6/10/2023,Saturday,Night,Temple ,Bodhi Pooja
6/10/2023,Saturday,Night,Bakery,Buy Bakery Items
6/10/2023,Saturday,Night,Home,Dinner
6/10/2023,Saturday,Night,Home,Medicine
6/10/2023,Saturday,Night,Home,Daily Chores
6/10/2023,Saturday,Night,Home,Sleep
6/11/2023,Sunday,Morning,Home,Normal routine
6/11/2023,Sunday,Morning,Home ,Daily Chores
6/11/2023,Sunday,Morning,Backyard,Personal Habit
6/11/2023,Sunday,Morning,Garden,Daily Morning Visit
6/11/2023,Sunday,Morning,Home,Breakfast
6/11/2023,Sunday,Morning,Home,Medicine
6/11/2023,Sunday,Morning,Public Bus Stop,Waiting for a bus
6/11/2023,Sunday,Morning,Matara Weekly Fair,Buy Vegetables
6/11/2023,Sunday,Morning,Matara Weekly Fair,Buy Spices
6/11/2023,Sunday,Morning,Matara Fish Market,Buy Fish
6/11/2023,Sunday,Afternoon,Grocery Store,Buy essentials
6/11/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
6/11/2023,Sunday,Afternoon,Home,Daily Chores
6/11/2023,Sunday,Afternoon,Home,Normal routine
6/11/2023,Sunday,Afternoon,Home,Lunch
6/11/2023,Sunday,Afternoon,Home,Medicine
6/11/2023,Sunday,Afternoon,Home,Daily Chores
6/11/2023,Sunday,Afternoon,Matara Public Bus Stand,Waiting for a bus
6/11/2023,Sunday,Afternoon,Matara Public Bus Stand,Waiting for a bus
6/11/2023,Sunday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
6/11/2023,Sunday,Evening,Elderly Society,Weekly Assembly
6/11/2023,Sunday,Evening,Elderly Society,Weekly Assembly
6/11/2023,Sunday,Evening,Garden,Inspection
6/11/2023,Sunday,Evening,Garden,Fertilizing
6/11/2023,Sunday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
6/11/2023,Sunday,Evening,Home,Sleep
6/11/2023,Sunday,Evening,Backyard,Personal Habit
6/11/2023,Sunday,Evening,Home,Daily Chores
6/11/2023,Sunday,Evening,Home,Normal routine
6/11/2023,Sunday,Evening,Garden,Daily Evening Visit
6/11/2023,Sunday,Night,Grocery Store,Buy essentials
6/11/2023,Sunday,Night,,
6/11/2023,Sunday,Night,Home,Dinner
6/11/2023,Sunday,Night,Home,Medicine
6/11/2023,Sunday,Night,Home,Daily Chores
6/11/2023,Sunday,Night,Home,Sleep
6/12/2023,Monday,Morning,Home,Normal routine
6/12/2023,Monday,Morning,Home ,Daily Chores
6/12/2023,Monday,Morning,Backyard,Personal Habit
6/12/2023,Monday,Morning,Garden,Daily Morning Visit
6/12/2023,Monday,Morning,Home,Breakfast
6/12/2023,Monday,Morning,Home,Medicine
6/12/2023,Monday,Morning,Paddy Fields,Walking
6/12/2023,Monday,Afternoon,Paddy Fields,Walking
6/12/2023,Monday,Afternoon,Nearby Restaurant,Buy Food
6/12/2023,Monday,Afternoon,Home,Daily Chores
6/12/2023,Monday,Afternoon,Home,Normal routine
6/12/2023,Monday,Afternoon,Home,Lunch
6/12/2023,Monday,Afternoon,Home,Medicine
6/12/2023,Monday,Afternoon,Home,Daily Chores
6/12/2023,Monday,Evening,Garden,Inspection
6/12/2023,Monday,Evening,Garden,Fertilizing
6/12/2023,Monday,Evening,Home,Sleep
6/12/2023,Monday,Evening,Backyard,Personal Habit
6/12/2023,Monday,Evening,Home,Daily Chores
6/12/2023,Monday,Evening,Home,Normal routine
6/12/2023,Monday,Evening,Home,Normal routine
6/12/2023,Monday,Evening,Garden,Daily Evening Visit
6/12/2023,Monday,Evening,Elder Daughter's House,Casual Visit
6/12/2023,Monday,Evening,Elder Daughter's House,Grand daughter is ill
6/12/2023,Monday,Night,Elder Daughter's House,Grand daughter is ill
6/12/2023,Monday,Night,Elder Daughter's House,Casual Visit
6/12/2023,Monday,Night,Dispensary,Grand daughter is ill
6/12/2023,Monday,Night,Dispensary,To get medicine for grand daughter
6/12/2023,Monday,Night,Pharmacy 1,Buy Medicine
6/12/2023,Monday,Night,Pharmacy 2,Buy Medicine
6/12/2023,Monday,Night,Home,Dinner
6/12/2023,Monday,Night,Home,Medicine
6/12/2023,Monday,Night,Home,Daily Chores
6/12/2023,Monday,Night,Home,Sleep
6/13/2023,Tuesday,Morning,Home,Normal routine
6/13/2023,Tuesday,Morning,Home ,Daily Chores
6/13/2023,Tuesday,Morning,Backyard,Personal Habit
6/13/2023,Tuesday,Morning,Garden,Daily Morning Visit
6/13/2023,Tuesday,Morning,Home,Breakfast
6/13/2023,Tuesday,Morning,Home,Medicine
6/13/2023,Tuesday,Morning,Elder Daughter's House,Casual Visit
6/13/2023,Tuesday,Morning,Elder Daughter's House,Grand daughter is ill
6/13/2023,Tuesday,Morning,Dispensary,Grand daughter is ill
6/13/2023,Tuesday,Morning,Dispensary,Some Medical Tests
6/13/2023,Tuesday,Afternoon,Pharmacy 3,Buy Medicine
6/13/2023,Tuesday,Afternoon,Elder Daughter's House,Grand daughter is ill
6/13/2023,Tuesday,Afternoon,Elder Daughter's House,Grand daughter is ill
6/13/2023,Tuesday,Afternoon,Home,Daily Chores
6/13/2023,Tuesday,Afternoon,Home,Normal routine
6/13/2023,Tuesday,Afternoon,Home,Lunch
6/13/2023,Tuesday,Afternoon,Home,Medicine
6/13/2023,Tuesday,Afternoon,Home,Daily Chores
6/13/2023,Tuesday,Afternoon,Rahula College - Matara,Pickup Grandson
6/13/2023,Tuesday,Afternoon,Public Bus Stop,Waiting for a bus
6/13/2023,Tuesday,Evening,Garden,Inspection
6/13/2023,Tuesday,Evening,Garden,Fertilizing
6/13/2023,Tuesday,Evening,Home,Sleep
6/13/2023,Tuesday,Evening,Backyard,Personal Habit
6/13/2023,Tuesday,Evening,Home,Daily Chores
6/13/2023,Tuesday,Evening,Home,Normal routine
6/13/2023,Tuesday,Evening,Home,Normal routine
6/13/2023,Tuesday,Evening,Garden,Daily Evening Visit
6/13/2023,Tuesday,Evening,Temple,Religious Rites
6/13/2023,Tuesday,Evening,Temple ,Bodhi Pooja
